rating,review
5 star rating,"Absolutely loved this restaurant. I was visiting Detroit for the NCAA wrestling tournament. The first morning a few of us went here and I had the best omelet I can ever remember having. Housemade sausage, fontina cheese, peppers, onions, and cooked to perfection. The next day some people wanted to eat at the hotel for convenience. OK, but what a let down after eating at Dime Store. So day three my wife and I avoided the group and came back to Dime Store. This time it was one of their hashes (also with the housemade sausage). When it came out I thought ""that is too much food, I won't be able to finish it"", but I sent back an empty plate in the end. It was too good to stop.The service was also topnotch. They were hustling and very friendly. At one point I was looking around for our waitress to get a coffee re-fill and one of the other waitresses noticed and asked if there was anything I needed. A little touch that goes a long way.A tiny place, but to me that is part of the charm. Almost felt like you are visiting a friend's place for breakfast."
4.5 star rating,"Great food.  Not boring menu selections lots of creative items.  Pricey and crowded and a bit slow at times, but worth the wait and the price."
5 star rating,"I love coming her for lunch! Great atmosphere, for food and service! I've gotten the b.l.t.e sandwich and chicken avocado salad - both were amazing! The Spicy Korean fries are terrific if you want to add some more flavor and fun to your meal!"
5 star rating,"I ordered the corned beef and hash with eggs.   Food was very tasty.   Coffee was so-so.  Server was great!   We Parked on the street in front of the building.  We paid $1.50 to park.  You need to get out of your car and go into the building, this cafe is in the corner, not visible from the street."
5 star rating,"This place was packed mid-morning on a Saturday, so we placed a to-go order and ate at Campus Martius. We got the cheesesteak benny and the housemade sausage hash, with a side of fresh fruit. We would definitely get it all again. This was probably the best breakfast/brunch we've had in our four months living in the area. If we lived closer, we would go all the time. But until then, it will be a destination for us whenever we're downtown!"
5 star rating,i love it there food is great and i love they kept it clean
5 star rating,"Delicious and great menu. Bennies were delicious, loved the fried green tomato, wish there was a smidge more pimento cheese, will request next time. Everything was really fresh, and I love that you can get choice of hash brown potatoes, side salad, or fruit on the side for the brunch stuff. Sometimes you want hash browns, sometimes you want truffle fries. Lots of brunch and lunch choices, salads or sandwiches."
5 star rating,"This place is small and the wait can be a tad long especially on a Sunday. It's definitely worth it. They do not take reservations so get there early. The menu has many options and adult drinks! We got the peach mimosa pitcher....it's was soooo good. The breakfast potatoes were the best, they were chopped up small and had lots of flavor. The staff was very busy but efficient and friendly."
5 star rating,"Usually when there's a 35 minute wait for a table at 1115a on a Monday in Downtown Detroit, that would indicate something special.  And when the wait is up to 90 minutes when you leave, something is probably truly legit. And it WAS.Super fresh ingredients, perfectly ripe avocado, great coffee and an impeccable food presentation. The housemade sausage is out of this world. Stellar Detroit breakfast."
5 star rating,"If i could start my day with dime store everyday... i would! i got the veggie hash and coffee and it was delish. The veggie hash was a great amount of food. i love breakfast foods so im always looks for a big plate and this filled me up. the flavors were amazing. this place is know for being busy with a long wait because it's smaller inside which i like. nice and cozy. i had two other people with me and we went on sunday at 8:30AM and there was no wait! don't expect to have the same experience at prime brunch time of 10 or 11, there was a long wait when we walked out. play your cards right and the dime store will definitely win you over."
5 star rating,"I recently revisited the Dime Store. This experience was by far better than the first. This was a very good experience from the service to the food! My family and I ordered food from the Brunch, Lunch, and Chef's Special menu selections. All of the options were well prepared and tasty. They also have very good coffee.  The energy is alway vibrant and expect to wait a minimum of 45 minutes, as tvis is, rightfully so, a popular spot. I'd definitely recommend for Breakfast, Brunch, or Lunch."
4.5 star rating,"Well worth the wait! A wonderful atmosphere with exceptional food and service! (Shoutout to Kelly for being amazing!) A small spot nestled in the Chrysler Building not to be missed by travelers. We were visiting from Indianapolis and got some of the most popular dishes; Cheesesteak Benny and fresh fruit for me and Duck Hash for my partner. The Benny was amazing, and trust me, I know a good Benny. But the real star of the show was the duck!Sweet juicy and perfectly tender, DO NOT MISS OUT!We also tried several beverages including iced and hot Irish coffee (hot won) as well as the Orange Creamsicle and freshly squeezed lemonade."
5 star rating,"The dime store is a good brunch place that's servers breakfast and lunch =brunch. (Lol)  this resturant normally have a long wait time. When I say long I'm talking about an hour long. So if you feel like waiting to eat go for it. Wish this location offered a service where I could just check in on my phone instead of checking in at the resturant. Now, when it comes to the food it's not bad prices range between ($10-$25) With a pitcher of mimosa costing about  $30 dollars.  Well I hope you enjoy your visit at the dime store."
4 star rating,Cold-smoked salmon Benny was amazing.Seated at the bar after 10-15 minutes during lunch on a busy weekday (April 2019). Our waitress was nice enough to tell us a little of the history even though they were busy (and it was crazy loud). Turns out the restaurant is located in an old dime bank where it used to cost 10 cents to open an account. There are still vaults downstairs.
5 star rating,"At first I was super excited to eat here. I waited a little over an hour. When we sat we ordered a few minutes after our server greeted us. However, we waited about a hour and more for our food. When the tables around us receive their food but came after us. We then were concerned and asked to speak to our waited that never came back to check in with us only to bring us a set of drinks. She checked on the tables around us but now with us. After everyone around us got their meals, we finally got our. My french toast came out first, it was cold to the touch. Then the bacon came out and it was cold to the touch and lastly the eggs came out and they were cold as well. Shortly after speaking to someone they brought me new french toast. That was also cold. On the third attempt she stated ""thats as hot as it will allow"". Which was a bit offensive because if I am paying for a service, at minimum the food should be hot or even warm. There should be no reason I have to check on my food several times to ensure it is done correctly. This was actually one of the worst experiences I have had in Detroit. As excited as I was, the over all experience with this establishment is subpar. The lack of customer service, empathy, kindness was appalling. Hope the next time I visit it can be a different experience!!!"
1 star rating,"Went back home to visit family and friends over the weekend and my friends raved about the Dime Store. I knew I had to check them out. This is a black-owned cute little brunch spot in the heart of downtown Detroit. I was so excited to see the variety on the menu and one of my favorite brunch items are eggs benedict. They had a lot of different eggs benedict options on their menu. My friend and I both ordered a different type of eggs benedict - my friend ordered the Cheesesteak Benedict and I ordered the chilaquiles eggs benedict. They both came with a side of fried potatoes. We also got some delicious French toast to share that was on the list of chef specials but I can't quite remember the name. I do remember that it had a delicious lemon curd and fresh raspberries. We really loved it. I'll certainly be visiting again when I come back home to Detroit! My friends and family let me know that their menu changes often and I love that about these quaint brunch places. The menu feels inspired by the seasons which is awesome. I will say though- The best thing about this place is the staff. Everyone we met, from the hostess to our waitress, was so very pleasant I made us smile and laugh. I can't say enough good things about this place!"
5 star rating,"Detroit is an interesting city -- culinary options are fairly limited. We wanted brunch and Dime Store had amazing reviews; figured we might as well try it. The wait was almost three hours--at this point, I'm thinking this place better be mind-blowing delicious. Their menu was basic, nothing imaginative. Food was passable for a diner. Drink options were limited. I'm glad I tried it so I can understand the hype. But, Detroit has to have better options right?"
2 star rating,We stopped in Dime Store while in Detroit. This place is a solid 5! We got there just in time for only an hour wait. The wait was up to two hours. The restaurant is a little small and capacity is still at about 50%. The Decor was cute and the staff extremely accommodating. There is also a full bar so of course we ordered a cocktail for Brunch. I opted out of the usual Mimosa and ordered a Lafayette Lemonade...can you say yum! It was delicious and refreshing. Now let's get to the food! OMG! We ordered the Lemon/Berry Brioche French Toast. It was delicious and flavorful. NOW if you love Sausage you HAVE GOT TO TRY the Homemade Sausage!! TO DIE FOR! I'm not a lover of sausage but this is hands down the best sausage I've ever had. We tried to purchase a couple of pounds to take home. LOL didn't work. After eating we totally understood the 2 hour wait.
5 star rating,"Excellent location, great diner! Poached eggs on the eggs Benedict were perfect! Sausage hash was super yummy. Loved the proximity to downtown sights."
5 star rating,"Great service, Kari was really nice, an great waitress!Love my Duck Pod, it was amazing lots of flavors. The remaining of our meal was normal. The wait was about 1.5 hours, worth trying."
4 star rating,"Amazing meal. Went with a friend and we had delicious peach mimosas and both had the hash. 10/10 would recommend. The following week we went back and had egg bennys and a waffle, also delicious. Chai tea latte was also very tasty and comforting. This place is really a good spot to hit in Detroit."
4.5 star rating,"I tried Dime Store this past weekend for the very first time for a brunch takeout & brought it back to the hotel we were getting ready at for a wedding. As we were placing the order, I was really excited about this menu! There seem to be so many great options that I was interested in trying that I'm eager to go back to try! Two of us got different kinds of their eggs benedict and I was very impressed that even with a takeout order, the poached eggs were still deliciously runny when we finally got to our hotel to eat them! My smoked salmon benny was DELICIOUS! I love a quality eggs benedict!My main complaints that with such a big order we place (food for 4 people), our takeout order came with 0 utensils! Dime Store, surely you don't expect that everyone (or even the majority of people) are taking this food to go directly home where they have a plethora of utensils at their disposal? We had to get really creative with how to eat our food, which hampered the experience a bit! My other complaint was that the fresh fruit side we had ordered was underwhelming - a lot of basic, cheap fruits like orange slices, grapes, apple slices, all not entirely ripe. I wouldn't recommend wasting money on getting this side."
4 star rating,This place was the BOMB! Best breakfast that we've had in forever! Service was amazing from the hostess all the way through. Thank you! Keep it up.
5 star rating,"According to Reviews.com, this is the best restaurant in our state. They go only by the number of reviews and the average rating. Well, here's another 5 star! We went on a weekday morning and didn't have to wait at all. Looking around and seeing how spaced out the tables are, between the bar spots and tables I counted about 20 seats total. So I can see how there could be a long wait on a weekend.It's in a historic building that was built between 1910 and 1912, and used to be called the Dime Building. That's just a little history lesson, which explains the cute name of the restaurant. It was easy to find based on another review here, that mentioned it was in the Chrysler House Building. We were able to get a metered parking spot, but there's also a parking garage nearby.The service was friendly, and the menu had some unique items. I finally decided on the homemade sausage hash. It was SO good! It said it came with spicy ketchup. The ketchup was actually drizzled on top, and I didn't find it very spicy (which is good for me). I had enough leftovers to take home a decent amount of hash, which I had the next day with a fried egg on top and some of my own drizzled ketchup to try to recreate what I had.My husband had a classic eggs benedict and said it was excellent. He knows good food, so I believe him!I'm so glad we tried this place. Great atmosphere and menu, really good food, and friendly service.  I'd definitely come back here."
5 star rating,"Definitely a classic brunch spot for me! It's never easy to get a table here unless you're willing to wait for at least 30 mins. But great food, lovely vibe and definitely the nicest view from here."
4 star rating,LOVED Dime Store!!  best veggie omelette and hash browns I have ever eaten!  Seriously. Waitstaff was amazing. Full house on a Monday 9:40a   Want to go back and try lunch!!  Don't miss.
5 star rating,"This place was amazing!! My husband and I were staying at the Westin hotel for my birthday, and we were looking for a nice place to get brunch. The food had amazing flavor, the biscuit had a hint of sweetness and tasted homemade absolutely delicious. The Cheesesteak Benny was perfectly done, the Korean fries had great flavor. I loved the vanilla chai latte. It was well worth the wait for sure. We ended up going back a second time! Highly recommend!"
5 star rating,The food here is divine. Everything was yummy and fresh. Make sure you go early and arrive on time because it gets filled up quickly and you can't be seated until your entire party arrives. Service was okay and professional.
5 star rating,"Everything was so good, even French fries tasted so yummy! This place was my first stop at Detroit and I'm glad, we had a good start for our trip"
5 star rating,"Just wow. Everything. So good. Great service, amazing food. The Duck bop was insane. The mimosas were strong and delicious. The wait was long, but you can go somewhere else while you wait. They text you when your table is ready."
5 star rating,"Busy place-- popped in for one and waited 20 minutes for a seat at the bar. Bustling, busy diner, but staff was available and service moved quickly with lots of coffee refills. Downtown Detroit with all of the office folks-- easiest for me to park in the garage a block away. Big breakfast portions -- not oily or salty (my biggest complaints about diners). Worth the wait!"
